,name,difficulty_code,district,difficulty,description,polyline
6197,51ST AVE S,d,Current,#FF0000,In street minor separation,"[(48.22942183565018, -110.22773638928244), (48.229073374856725, -110.2278206926921), (48.226601766237195, -110.22841862196174), (48.22629077053242, -110.22849409298615), (48.22550146136803, -110.22866376661136)]"
6198,SW ADMIRAL WAY,i,Current,#FFFF00,In street major separation,"[(48.484101811703205, -110.53959142312809), (48.48443612020744, -110.54267983129972)]"
6199,BEACON AVE S,d,Current,#FF0000,Sharrows,"[(48.29700167618764, -110.2761407923557), (48.29675129168477, -110.2760601913438), (48.29487253364591, -110.27555491686547), (48.294647885555, -110.27547110440025)]"
6200,19TH AVE,d,Current,#FF0000,Sharrows,"[(48.55764767092046, -110.27658665146213), (48.56206155791892, -110.27542210775059)]"
6201,DUWAMISH RIVER TRL,e,Current,#00FF00,Multi use Trail,"[(48.33138863634142, -110.42105230758929), (48.331182797185676, -110.42088036660301), (48.33053716783502, -110.42099791049075), (48.330109306245674, -110.42099967512337), (48.320721892042705, -110.41871770163905), (48.31830746692156, -110.4175260845263), (48.31574275773279, -110.41626042309103), (48.31531868076424, -110.4167587408341)]"
6203,WESTERN AVE,d,Current,#FF0000,In street minor separation,"[(48.57223338817792, -110.40349373652786), (48.57517061412394, -110.40719979543154)]"
6205,SW ADMIRAL WAY,i,Current,#FFFF00,In street major separation,"[(48.48542252768468, -110.55169906183835), (48.48589200697907, -110.5559270482255)]"
6206,12TH AVE S,e,Current,#00FF00,Enhanced Street,"[(48.384712742074534, -110.34997130527279), (48.382283148843875, -110.3505642769318)]"
6208,ROOSEVELT WAY NE,i,Current,#FFFF00,In street major separation,"[(48.75701327774382, -110.26238651347042), (48.757836470567504, -110.26218960611924)]"
6210,35TH AVE NE,i,Current,#FFFF00,In street major separation,"[(48.803889283924384, -110.16061433794111), (48.8064179102917, -110.16009275383706), (48.80667926697503, -110.16003884146522), (48.80669874328076, -110.16003481704708)]"
6211,E YESLER WAY,d,Current,#FF0000,In street minor separation,"[(48.52164733755685, -110.24606925307278), (48.52158812384608, -110.24551578112666)]"
6213,NE 45TH ST,d,Current,#FF0000,In street minor separation,"[(48.70976423616184, -110.15168158855194), (48.70946068405557, -110.14866058958506), (48.70910152098261, -110.14503459928969)]"
6215,S GENESEE ST,d,Current,#FF0000,In street minor separation,"[(48.39517849828625, -110.22791502799572), (48.39488109996541, -110.22499793400056), (48.3947245463012, -110.2247284243964)]"
6217,16TH AVE SW,d,Current,#FF0000,In street minor separation,"[(48.280664043239916, -110.50233011300351), (48.27471554867054, -110.50378105054169)]"
6220,CARKEEK DR S,d,Current,#FF0000,Sharrows,"[(48.26086448984859, -110.25688132699732), (48.25698437732759, -110.25931813388443), (48.25516253642455, -110.26063799782898), (48.254052776545734, -110.26151578232185), (48.24974292943922, -110.26431890287682), (48.249438334851575, -110.2646670601874), (48.248734030956726, -110.26529232132184), (48.24844892661494, -110.26543399057581), (48.248142807505225, -110.26550652296424), (48.247797223158884, -110.26555229508631), (48.24741379894718, -110.2654662807849), (48.2464854584519, -110.26498043710765), (48.24622423225859, -110.26490221073745), (48.24593498757848, -110.26487938754246), (48.245161558940005, -110.26500216359526), (48.24452471520256, -110.26515464216807), (48.24394552040328, -110.26534061027421), (48.24361222301032, -110.26555837126406), (48.24332376689963, -110.26578337741407), (48.24303795271174, -110.26615664439208), (48.2428881197967, -110.2665121187416)]"
6225,12TH AVE,d,Current,#FF0000,In street minor separation,"[(48.5403049939777, -110.31195820640508), (48.5415067123129, -110.3116728865513)]"
6226,SWIFT AVE S,i,Current,#FFFF00,In street major separation,"[(48.326858165610474, -110.31184936327342), (48.326854430036455, -110.31184603555154), (48.32656189889679, -110.31158529832804), (48.32250144798976, -110.30796645838178)]"
6227,17TH AVE NW,e,Current,#00FF00,Enhanced Street,"[(48.826290070102594, -110.45489674234047), (48.83235028973302, -110.45348695835038)]"
6229,BEACON AVE S,d,Current,#FF0000,Sharrows,"[(48.34873749505327, -110.30315144274604), (48.34400657516982, -110.30279138692167)]"
6231,32ND AVE NW,d,Current,#FF0000,In street minor separation,"[(48.815996177392215, -110.5233613016417), (48.81830881579203, -110.52282816509484)]"
6233,UNIVERSITY BR,i,Current,#FFFF00,In street major separation,"[(48.696267304553274, -110.28650705058239), (48.69947567117888, -110.28291568613618), (48.69986431670968, -110.2824805154591), (48.70036208391347, -110.28192315008555), (48.70059709289504, -110.28165971846748), (48.70162623322023, -110.28050692505101), (48.70196785178234, -110.28012407209536), (48.70258867439758, -110.27942831442941), (48.7027727445437, -110.2792220243361), (48.702928848120365, -110.27904592656252), (48.70313935012085, -110.27881114628842), (48.703319582166955, -110.27860914876922), (48.70353933589665, -110.2783628539307)]"
6237,MAGNOLIA BLVD W,d,Current,#FF0000,In street minor separation,"[(48.68961564487649, -110.60173825993147), (48.69199560286834, -110.60400371957743)]"
6238,DEXTER AVE N,d,Current,#FF0000,In street minor separation,"[(48.61458031156927, -110.38087434260258), (48.617358804037934, -110.38019188737867)]"
6243,FAUNTLEROY WAY SW,i,Current,#FFFF00,In street major separation,"[(48.355888000858066, -110.60341956336597), (48.35302412126509, -110.60552955910767)]"
6247,BROADWAY,i,Current,#FFFF00,In street major separation,"[(48.54496523615229, -110.32427717603656), (48.545055974414204, -110.32425595117762), (48.545796470670005, -110.32408277649257)]"
6251,E UNION ST,i,Current,#FFFF00,In street major separation,"[(48.55916071895531, -110.24668297882867), (48.558723789040535, -110.24236962015915)]"
6255,4TH AVE,i,Current,#FFFF00,In street major separation,"[(48.56694403833287, -110.3760517042503), (48.56892359726125, -110.37730732291665), (48.57013298746449, -110.37807448378221), (48.57042704415036, -110.3784448731687), (48.5704275242416, -110.37844547802952)]"
6256,BROADWAY,i,Current,#FFFF00,In street major separation,"[(48.545796470670005, -110.32408277649257), (48.54813690453349, -110.32353540360562), (48.54822573858198, -110.32351462620126)]"
6258,11TH AVE NE,i,Current,#FFFF00,In street major separation,"[(48.73369526319984, -110.26446459734822), (48.73859079489098, -110.26322921073559)]"
6259,BEACON AVE S,d,Current,#FF0000,Sharrows,"[(48.38106672582804, -110.30645610228777), (48.376039598442944, -110.30604447029071)]"
6261,S MASSACHUSETTS ST,d,Current,#FF0000,In street minor separation,"[(48.48213274117609, -110.28870556394362), (48.48188793374296, -110.28648659379186)]"
6263,EAST STEVENS WAY NE,d,Current,#FF0000,Sharrows,"[(48.75104199390972, -110.59556925209179), (48.753979904344604, -110.5931709262984)]"
6265,E YESLER WAY,i,Current,#FFFF00,In street major separation,"[(48.52931825082933, -110.31808402739388), (48.52895362788799, -110.31464942232007)]"
6266,E DENNY WAY,d,Current,#FF0000,In street minor separation,"[(48.573109564274304, -110.209044297864), (48.57311202075024, -110.20903537059797), (48.57311446227671, -110.2090264324515), (48.57311688657306, -110.20901748390118), (48.57311929395627, -110.20900852838341), (48.57312168638983, -110.20899956198501), (48.5731240635568, -110.2089905812694), (48.573126423810585, -110.20898159358619), (48.573128769115, -110.20897259502247), (48.57313109522566, -110.20896358996843), (48.57313340866687, -110.20895457355638), (48.57313570487837, -110.2089455467409), (48.57313798417639, -110.20893651295788), (48.57314024624474, -110.20892746877124), (48.573142493679946, -110.20891841714005), (48.57314472388536, -110.20890935510569), (48.57314693945762, -110.20890028562658), (48.5731491371665, -110.20889119887154), (48.573151321192874, -110.20888211498028), (48.57315348539199, -110.20887301772699), (48.5731556346417, -110.20886390959289), (48.57315776925808, -110.20885479401373), (48.57315988468144, -110.2088456719452), (48.57316198515481, -110.2088365389956), (48.573164070995354, -110.20882739860166), (48.57316613732556, -110.2088182482817), (48.57316818902302, -110.20880909051698), (48.57317022349032, -110.20879992234865), (48.57317224136128, -110.20879075064941), (48.573174243965425, -110.20878156463338), (48.57317622997354, -110.20877237508682), (48.57317819875146, -110.20876317513648), (48.57318015061646, -110.20875396821903), (48.573182085567844, -110.20874475433422), (48.573184005886624, -110.20873553300494), (48.57318590897511, -110.20872630127249), (48.57318779515055, -110.20871706257302), (48.57318966441278, -110.20870781690635), (48.57319151676193, -110.20869856427227), (48.5731933544778, -110.20868930419405), (48.573195174964, -110.2086800337122), (48.57319697657329, -110.20867076017706), (48.573198765513155, -110.2086614752839), (48.573200533296145, -110.20865218781464), (48.573202288409476, -110.20864288898761), (48.57320402432953, -110.20863358367066), (48.57320574333624, -110.20862427138661), (48.57320744802673, -110.20861495509442), (48.573209133206866, -110.20860562887638), (48.573212892776226, -110.20858461832735), (48.57308044057669, -110.20735769010952), (48.57286953055053, -110.2054043368356)]"
6267,BEACH DR SW,d,Current,#FF0000,Sharrows,"[(48.45856063876564, -110.64647059145332), (48.45829885830897, -110.64641591648657), (48.458217234057045, -110.64637548499776), (48.45504576695061, -110.6445485943868), (48.45482217648631, -110.64442952213216), (48.45459296679483, -110.64433768326307), (48.454359617121945, -110.64427365071616), (48.454123605645094, -110.6442378544466), (48.45388644812327, -110.64423049339571), (48.45364965680744, -110.64425164847667), (48.4534147428886, -110.64430115290813), (48.45317204984108, -110.64438318469831), (48.453086044090405, -110.64441608784891)]"
6269,S HENDERSON ST,i,Current,#FFFF00,In street major separation,"[(48.261232915874764, -110.24376287600613), (48.26102421327679, -110.24183216902527), (48.26101553849203, -110.24175191770455), (48.26101149400091, -110.24171366499034), (48.261011415068964, -110.2417129120618)]"
6277,BEACON AVE S,d,Current,#FF0000,Sharrows,"[(48.30530699745115, -110.28083795953877), (48.30507314339482, -110.28059720536893), (48.30392586374362, -110.27937938206752)]"
6280,FUHRMAN AVE E,d,Current,#FF0000,Sharrows,"[(48.68195389842893, -110.28477009685726), (48.68635033346542, -110.28750730654095)]"
6281,N 34TH ST,d,Current,#FF0000,In street minor separation,"[(48.688124821525584, -110.35858802114117), (48.68709286404765, -110.35439975038231), (48.68703399925164, -110.35412785988031), (48.68698464633483, -110.35374376070902)]"
6285,EAST GREEN LAKE WAY N,i,Current,#FFFF00,In street major separation,"[(48.76893138798193, -110.32178619536255), (48.771461692824566, -110.31757223915835)]"
6292,S JACKSON ST,i,Current,#FFFF00,In street major separation,"[(48.51745521298789, -110.28212529756433), (48.51688067919548, -110.27631546380202)]"
6295,M L KING JR WAY S,i,Current,#FFFF00,In street major separation,"[(48.49302358189119, -110.25887369235214), (48.49279545063779, -110.25887564373264), (48.491226833979596, -110.25888908994877), (48.49118295212798, -110.25888957534984), (48.49113906779971, -110.25889023609305), (48.49109518681633, -110.25889108495277)]"
6299,FREMONT AVE N,e,Current,#00FF00,Enhanced Street,"[(48.84483533742471, -110.3521229978238), (48.84601066302788, -110.3518577126478)]"
6301,CALIFORNIA AVE SW,d,Current,#FF0000,Sharrows,"[(48.33017289366725, -110.59943082419868), (48.32807911671172, -110.59994040574668)]"
6303,STONE WAY N,d,Current,#FF0000,In street minor separation,"[(48.71648805036056, -110.35682816262482), (48.716779737870034, -110.35674513149803), (48.72025497768598, -110.3557557920441)]"
6306,MADRONA DR,d,Current,#FF0000,In street minor separation,"[(48.555098085253505, -110.19260505793748), (48.55511017702989, -110.19260818144163), (48.555253254593055, -110.19265239027244), (48.55539530568502, -110.19270357916145), (48.55553617579575, -110.19276168601273), (48.55567572048585, -110.19282665712254), (48.55581378916765, -110.1928984225633), (48.555950239739175, -110.19297690362475), (48.55632562215691, -110.19322865041187), (48.55642873955502, -110.19329531739265), (48.556532977950184, -110.19335791557928), (48.556638261585775, -110.1934164048085), (48.55674451698404, -110.19347074443807), (48.55913182235694, -110.19461124378189), (48.561466576608865, -110.1957503595633)]"
6309,N 130TH ST,i,Current,#FFFF00,In street major separation,"[(48.93395046680578, -110.32873242097268), (48.93394753632262, -110.32870476230421), (48.93390767050067, -110.32832814353736), (48.933620958296515, -110.32562010186363), (48.93361809327502, -110.32559314918494), (48.9336152347753, -110.32556619162148), (48.93354650117531, -110.32491702997103)]"
6310,19TH AVE E,d,Current,#FF0000,Sharrows,"[(48.61308334739658, -110.2625060067986), (48.6193841971086, -110.26091648421617)]"
6317,THORNDYKE AVE W,d,Current,#FF0000,In street minor separation,"[(48.670225342148356, -110.52402727983608), (48.672362445816056, -110.521714148935)]"
6318,SW THISTLE ST,d,Current,#FF0000,In street minor separation,"[(48.3073584657503, -110.52774328338127), (48.307814932509054, -110.53218368525935)]"
6319,5TH AVE NE,d,Current,#FF0000,Sharrows,"[(48.882120396199284, -110.25265570376143), (48.88939076076198, -110.25113372795695)]"
6321,BROADWAY,i,Current,#FFFF00,In street major separation,"[(48.555870923704944, -110.32172139016677), (48.55783721534352, -110.32125913583174)]"
6322,S ALASKA ST,i,Current,#FFFF00,In street major separation,"[(48.386635923644526, -110.2538862180062), (48.38623395495147, -110.25016819108794)]"
6325,NW 65TH ST,d,Current,#FF0000,Sharrows,"[(48.7948731901993, -110.5024447893477), (48.79521081537186, -110.50600089975842)]"
6332,12TH AVE NE,i,Current,#FFFF00,In street major separation,"[(48.760698187377514, -110.25571950757798), (48.76336369709176, -110.25508270923129)]"
6333,35TH AVE NE,i,Current,#FFFF00,In street major separation,"[(48.82540110661738, -110.15503688853205), (48.82746745045979, -110.15450234891054)]"
6334,NW 65TH ST,d,Current,#FF0000,Sharrows,"[(48.7945354488335, -110.49888874530299), (48.79467434737606, -110.5003510870685)]"
6335,8TH AVE NW,d,Current,#FF0000,In street minor separation,"[(48.82913580331715, -110.4102702423424), (48.83148078724691, -110.40970817792348)]"
6336,PHINNEY AVE N,i,Current,#FFFF00,In street major separation,"[(48.76257374103348, -110.38670032827939), (48.764770637603796, -110.38616233880543), (48.766967535176185, -110.3856242842007)]"
6340,MAGNOLIA BLVD W,d,Current,#FF0000,In street minor separation,"[(48.69562942229127, -110.60510695786091), (48.695802974857166, -110.60489128122857), (48.696053288107926, -110.60448989652146), (48.696242167398296, -110.60410091620933), (48.696503172047194, -110.60367004324787), (48.69884360095949, -110.59962892072654), (48.6988968299623, -110.59954459010416), (48.698954631286824, -110.59946743688954), (48.699016603651756, -110.59939804392867), (48.699082265433574, -110.59933692610386), (48.69915115932179, -110.59928450567406), (48.69922276106242, -110.59924118334816), (48.69929655854999, -110.5992072872102), (48.69934420276035, -110.59919197799972), (48.69937200998383, -110.59918304609108), (48.69944855103301, -110.59916864425502), (48.69952562753811, -110.59916419724718), (48.69960267192051, -110.59916972157329), (48.699679126627714, -110.59918518960612), (48.69975442190905, -110.5992104884633), (48.69982800776273, -110.59924541354889), (48.69989934406654, -110.59928974072129), (48.69996791362966, -110.59934311137395), (48.700033204578396, -110.59940514827512), (48.70253217187265, -110.60226369234336)]"
6343,32ND AVE NW,d,Current,#FF0000,In street minor separation,"[(48.80420712872615, -110.5260783129768), (48.80486065471052, -110.5259292180273)]"
6344,19TH AVE E,d,Current,#FF0000,Sharrows,"[(48.60720284461848, -110.2639891337635), (48.61308334739658, -110.2625060067986)]"
6345,S DEARBORN ST,i,Current,#FFFF00,In street major separation,"[(48.50832087612649, -110.3040556087826), (48.50830173339396, -110.30387651893103), (48.50828474843952, -110.3017854076183)]"
6347,M L KING JR WAY S,i,Current,#FFFF00,In street major separation,"[(48.51429427934182, -110.25264249931804), (48.51050419059835, -110.25365865165716)]"
6348,ELLIS AVE S,i,Current,#FFFF00,In street major separation,"[(48.34652805593858, -110.36354042579752), (48.3463225483545, -110.36366004299394), (48.34532967582843, -110.36423795498233)]"
6352,YESLER WAY,i,Current,#FFFF00,In street major separation,"[(48.53169672607684, -110.34046322211621), (48.53166713597022, -110.34015446210942), (48.531551174076796, -110.33903191572944), (48.53140891708116, -110.33778498536932), (48.53138964581339, -110.33760307880387), (48.5313340719427, -110.3370778476178), (48.531305948668155, -110.33681204962323), (48.5309971941878, -110.33389428474892), (48.53093759071812, -110.33333552930075)]"
6353,N 122ND ST,d,Current,#FF0000,Sharrows,"[(48.908952863182485, -110.28298926040313), (48.907786370943334, -110.2724755684757), (48.90778629743016, -110.27247491409145)]"
6357,12TH AVE NE,i,Current,#FFFF00,In street major separation,"[(48.76602872733933, -110.25444572524978), (48.76842697190975, -110.25387306187535), (48.76873544112401, -110.25379940087724)]"
6358,ROOSEVELT WAY NE,d,Current,#FF0000,In street minor separation,"[(48.883333635934825, -110.23392190706501), (48.88476568954649, -110.23360139716019)]"
6361,12TH AVE,d,Current,#FF0000,In street minor separation,"[(48.57674578025485, -110.30363249228881), (48.58053826799812, -110.30279542817682)]"
6364,S SPOKANE ST,d,Current,#FF0000,In street minor separation,"[(48.42854558658425, -110.29982531219402), (48.42822809987101, -110.29680170534101)]"
6367,NW 58TH ST,e,Current,#00FF00,Enhanced Street,"[(48.780343951512634, -110.52245813915367), (48.78123033481099, -110.53100256115937), (48.78126270143609, -110.53131465232279)]"
6369,8TH AVE NW,d,Current,#FF0000,In street minor separation,"[(48.780769944911164, -110.42206930511902), (48.781944888087665, -110.4217423236013)]"
6371,12TH AVE S,i,Current,#FFFF00,In street major separation,"[(48.49119323936578, -110.32526581155601), (48.489757638306955, -110.32560113323453), (48.48616381584071, -110.32644047213115)]"
6372,QUEEN ANNE AVE N,i,Current,#FFFF00,In street major separation,"[(48.605053663743526, -110.431853204162), (48.60874507974953, -110.43095320841735), (48.60883385478622, -110.43093156496683)]"
6376,22ND AVE E,e,Current,#00FF00,Enhanced Street,"[(48.654178527232126, -110.24091541457898), (48.65653930159234, -110.24033142302488)]"
6378,NE 125TH ST,i,Current,#FFFF00,In street major separation,"[(48.90995345248122, -110.21908666627462), (48.90945495438707, -110.2145971637051), (48.90945202197598, -110.2145707642839)]"
6379,N 130TH ST,i,Current,#FFFF00,In street major separation,"[(48.93430705798114, -110.3321014311612), (48.93430419753982, -110.3320744347892), (48.93426701917974, -110.33172308206416), (48.934264171217386, -110.33169612190878), (48.93426131672059, -110.33166916664372), (48.933993282020154, -110.32913684650242), (48.93395324243089, -110.3287586765818), (48.93395046680578, -110.32873242097268)]"
6380,S ALASKA ST,i,Current,#FFFF00,In street major separation,"[(48.38834117370907, -110.26839527978169), (48.38806544096725, -110.26623057640809)]"
6386,23RD AVE S,d,Current,#FF0000,In street minor separation,"[(48.44067821073357, -110.29006990657359), (48.4394961319171, -110.29035181872946), (48.438081966592605, -110.29068904242666)]"
6392,24TH AVE NW,d,Current,#FF0000,In street minor separation,"[(48.77519903494364, -110.49630018191446), (48.77756177720681, -110.49574350896296)]"
6393,CHIEF SEALTH TRL,e,Current,#00FF00,Multi use Trail,"[(48.22997900991661, -110.23246714464392), (48.22881349047141, -110.23289150233303), (48.22867607661807, -110.23287482150637), (48.22851233919476, -110.23281841879002), (48.22574617434079, -110.23131373101677), (48.22560465316527, -110.23125272311147), (48.225484324978645, -110.23117602289919), (48.22534096986672, -110.23101372903312), (48.22498128663938, -110.23030891131349), (48.22486858177497, -110.23015155600851), (48.2247073318278, -110.22995908789323), (48.2244197312981, -110.22975140380917), (48.224233415373426, -110.22965076750717), (48.22404210748791, -110.2296226908541), (48.223790309089644, -110.22967494355036), (48.22358711166808, -110.22915015592932)]"
6395,ROOSEVELT WAY NE,i,Current,#FFFF00,In street major separation,"[(48.755275125951165, -110.2628019811022), (48.75701327774409, -110.26238651347037)]"
6397,BEACON AVE S,d,Current,#FF0000,Sharrows,"[(48.32097067689794, -110.2982876775169), (48.320412070087784, -110.2976631208209)]"
6398,YESLER WAY,d,Current,#FF0000,In street minor separation,"[(48.53567725186731, -110.37816090586239), (48.535503353433825, -110.37656307074184)]"
6402,5TH AVE NE,d,Current,#FF0000,In street minor separation,"[(48.833307944050475, -110.2634552918521), (48.83626169383597, -110.26278431109682)]"
6403,CALIFORNIA AVE SW,d,Current,#FF0000,Sharrows,"[(48.4096790531856, -110.5794357200268), (48.40631348779331, -110.58031951616967)]"
6404,NW 65TH ST,d,Current,#FF0000,Sharrows,"[(48.78662060571804, -110.42043781419108), (48.786614882859254, -110.42047755165571), (48.78679907111241, -110.4222132488354)]"
6405,35TH AVE NE,i,Current,#FFFF00,In street major separation,"[(48.79524107725511, -110.16239826164737), (48.79783154602397, -110.16186300586614)]"
6406,S HOLGATE ST,d,Current,#FF0000,In street minor separation,"[(48.482407158624675, -110.36241376790143), (48.48236772614582, -110.3620220774689)]"
6409,BANNER WAY NE,d,Current,#FF0000,In street minor separation,"[(48.79959663282366, -110.26925450678101), (48.80124238206829, -110.27070065359538)]"
6413,SWIFT AVE S,i,Current,#FFFF00,In street major separation,"[(48.34287422454559, -110.32249209712016), (48.337389550737534, -110.31845825584905)]"
6416,RAINIER AVE S,i,Current,#FFFF00,In street major separation,"[(48.22494694334445, -110.16939447644464), (48.21950670971909, -110.16423845541998)]"
6417,24TH AVE NW,d,Current,#FF0000,In street minor separation,"[(48.81124771059933, -110.48767085618901), (48.81246349019537, -110.4873899561399), (48.814819806493574, -110.48684550239405), (48.81706031448889, -110.48632776112352), (48.81717381018965, -110.48630153069418), (48.81731101825347, -110.4862712134077)]"
6421,S JACKSON ST,i,Current,#FFFF00,In street major separation,"[(48.51289536236592, -110.24075633894252), (48.51242164797006, -110.23675008591967)]"
6430,SENECA ST,i,Current,#FFFF00,In street major separation,"[(48.55606449350805, -110.35968915400409), (48.55685650074448, -110.356856258117), (48.55707330576819, -110.3561081802519), (48.557250008985484, -110.35549846300268), (48.5573811788088, -110.35497832427583), (48.55744684305739, -110.35474683113162)]"
6431,UNIVERSITY WAY NE,d,Current,#FF0000,In street minor separation,"[(48.70366977764269, -110.26123330353158), (48.70409172986058, -110.26112102751098), (48.70440556961762, -110.26103751840616)]"
6435,15TH AVE S,d,Current,#FF0000,In street minor separation,"[(48.40995012213354, -110.33164382350084), (48.408487358472584, -110.33200612789169), (48.40674527832323, -110.33243757313213)]"
6437,23RD AVE S,d,Current,#FF0000,In street minor separation,"[(48.46573945282811, -110.28285385447067), (48.46343193089028, -110.28342538004703)]"
6438,DELRIDGE WAY SW,i,Current,#FFFF00,In street major separation,"[(48.44154649264255, -110.48867399451244), (48.4410552308363, -110.48921107405013), (48.43942253277805, -110.49099596628571), (48.437781977823484, -110.49278930062934), (48.437291967988024, -110.49332491515365), (48.43696651506142, -110.4934061963547), (48.43682176996336, -110.49344233885107)]"
6439,E PINE ST,d,Current,#FF0000,In street minor separation,"[(48.57253239063753, -110.30015112339153), (48.57211142880149, -110.29583145938949)]"
6440,S LUCILE ST BR,d,Current,#FF0000,In street minor separation,"[(48.36919776631498, -110.36237566345916), (48.37028974337276, -110.36113242347776), (48.370476723855795, -110.36092208631953), (48.37049057250467, -110.36090651021968), (48.37074747364902, -110.36089064213361), (48.37163312356414, -110.36142873704242), (48.37208769842251, -110.36155689199398), (48.3723024101527, -110.36151276784487), (48.37254658340997, -110.36146258528616), (48.372697973169, -110.36134819791148), (48.37294939701534, -110.36115822359936), (48.37325991188925, -110.36065124133594), (48.373285655531916, -110.36055623850308), (48.373410089554255, -110.36009706281078)]"
6442,N NORTHLAKE WAY,e,Current,#00FF00,Multi use Trail,"[(48.68254746730523, -110.34857262914511), (48.68251517998314, -110.3482745533511), (48.68211914606552, -110.3446350257829), (48.6816888013705, -110.34068758095293)]"
6446,RENTON AVE S,d,Current,#FF0000,In street minor separation,"[(48.27029274042346, -110.24133261942579), (48.269843567074375, -110.24130279909036), (48.2695110035241, -110.24128538767917), (48.269115401334446, -110.2412702415357), (48.26874666796646, -110.24126104498505), (48.26838694207945, -110.24125658071775), (48.267982244432034, -110.24125694166446), (48.26764949623794, -110.24126204225371), (48.26720516787335, -110.24127519272986), (48.266755743558626, -110.2412961749794), (48.266423244175435, -110.24131610642031), (48.26603694264208, -110.24134448036104), (48.26565984298015, -110.24137712422703), (48.26531882425398, -110.241410797732), (48.26489725352966, -110.24145810396068), (48.26456569030635, -110.2415004988178), (48.26455695554846, -110.24150324032516), (48.26412338546073, -110.24156413240503)]"
6452,BEACON AVE S,d,Current,#FF0000,Sharrows,"[(48.33175477499214, -110.30193848659387), (48.329761190497514, -110.30177816574556)]"
6454,SW MORGAN ST,i,Current,#FFFF00,In street major separation,"[(48.367808676076415, -110.5809584676661), (48.36830454766958, -110.58522499762506)]"
6456,EAST GREEN LAKE DR N,i,Current,#FFFF00,In street major separation,"[(48.795663686552864, -110.2946270255621), (48.7957471335039, -110.2949828590134), (48.795810326942096, -110.29522731887579), (48.79586942418233, -110.29547411434977), (48.79592438504219, -110.29572308493161), (48.79597517775287, -110.29597408594786), (48.79602176771846, -110.29622694165589), (48.796064124824845, -110.29648149999802), (48.79610222454346, -110.29673759368072), (48.796136040694975, -110.29699506278826), (48.79618810979842, -110.29724398445467)]"
6457,51ST AVE S,d,Current,#FF0000,In street minor separation,"[(48.23395874380996, -110.2266386490587), (48.2320231127607, -110.2271070173311), (48.22942183565018, -110.22773638928244)]"
6459,17TH AVE NW,e,Current,#00FF00,Enhanced Street,"[(48.838415114330914, -110.45207665191107), (48.844316867541956, -110.45067755538923)]"
6461,NW 65TH ST,d,Current,#FF0000,Sharrows,"[(48.79176884907397, -110.47018938055136), (48.7918083954305, -110.4705849995807), (48.79208316620775, -110.47333420929635), (48.79212793125004, -110.47378217145005)]"
6462,W HOWE ST,d,Current,#FF0000,In street minor separation,"[(48.66760891903816, -110.55649452983458), (48.667765704700955, -110.55808811209789), (48.66776523196137, -110.55808822900434), (48.66776968858495, -110.55813215984472), (48.6678749147535, -110.55916950796926), (48.667942982877406, -110.55984359587367), (48.66801166716274, -110.56053092433075), (48.66811941817974, -110.56160926579348)]"
6463,NE 75TH ST,d,Current,#FF0000,In street minor separation,"[(48.79260161713249, -110.25072433209915), (48.79258439574379, -110.25057650027144), (48.79216261417335, -110.24691187935962)]"
6465,E CHERRY ST,d,Current,#FF0000,In street minor separation,"[(48.54723352466265, -110.28818017404119), (48.54676658030311, -110.28387577444693)]"
6468,S OTHELLO ST,d,Current,#FF0000,In street minor separation,"[(48.30716051173295, -110.2466534395217), (48.307139076252625, -110.24645283111568), (48.30702451906264, -110.24544207185836)]"
6469,STONE WAY N,d,Current,#FF0000,In street minor separation,"[(48.69613319868228, -110.36271035708556), (48.703139371896555, -110.36069992959668)]"
6471,17TH AVE NW,e,Current,#00FF00,Enhanced Street,"[(48.76480058477626, -110.4692300369461), (48.76726819706877, -110.46864666524016), (48.76731523930923, -110.46863553946466)]"
6472,16TH AVE SW,d,Current,#FF0000,In street minor separation,"[(48.394721909783144, -110.47461166331455), (48.38641671635905, -110.47657588061996)]"
6473,FREMONT AVE N,e,Current,#00FF00,Enhanced Street,"[(48.83543704788323, -110.35424394012047), (48.837785313449, -110.35371406313128)]"
6476,E UNION ST,d,Current,#FF0000,Sharrows,"[(48.556127467645496, -110.21883486142129), (48.55573188020923, -110.21536286181045)]"
6480,E PINE ST,d,Current,#FF0000,In street minor separation,"[(48.57545261449907, -110.3296536044312), (48.57510846598687, -110.32615815584126)]"
6483,23RD AVE S,d,Current,#FF0000,In street minor separation,"[(48.451334188032696, -110.28752747011784), (48.45081167024101, -110.287654019648), (48.44867119139054, -110.28817243891025)]"
6484,FREMONT AVE N,e,Current,#00FF00,Enhanced Street,"[(48.83308325885942, -110.35477499443313), (48.834297468089765, -110.354501049786)]"
6489,PHINNEY AVE N,i,Current,#FFFF00,In street major separation,"[(48.771291497559645, -110.38456430790855), (48.77351523947439, -110.38402036004183)]"
6491,BURKE GILMAN TRL,e,Current,#00FF00,Multi use Trail,"[(48.720983749742224, -110.4255653173667), (48.717862234916474, -110.42333923923246)]"
